"country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label"
"United States","California","Oak Run",96069,"40.689243, -122.037023","40.689243","-122.037023","Male","No","No","No",34,"No","Yes","No","No","No","No","No","Yes","Yes","Two year","No","Mailed check","102.82","5042.44","No"
"United States","California","Pasadena",91104,"34.165383, -118.123752","34.165383","-118.123752","Male","No","Yes","No",18,"No","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)","54.87","991.87","No"
"United States","California","Essex",92332,"34.9436, -115.287901","34.9436","-115.287901","Female","No","Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","No","Credit card (automatic)","79.78","7506.24","No"
"United States","California","Ojai",93023,"34.581308, -118.931948","34.581308","-118.931948","Male","Yes","Yes","No",7,"Yes","Yes","DSL","No internet service","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","68.69","839.81","No"
"United States","California","El Portal",95318,"37.654551, -119.822984","37.654551","-119.822984","Female","No","Yes","Yes",8,"Yes","No","Fiber optic","No","No","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check","20.29","454.26","No"
"United States","California","Sacramento",95828,"38.486938, -121.395805","38.486938","-121.395805","Female","No","Yes","No",62,"Yes","Yes","No","No internet service","No internet service","No internet service","Yes","No internet service","No internet service","Month-to-month","Yes","Mailed check","22.95","1887.59","No"
"United States","California","Santa Ysabel",92070,"33.174725, -116.743329","33.174725","-116.743329","Male","No","No","No",5,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Mailed check","25.17","280.45","No"
"United States","California","Fontana",92336,"34.136367, -117.460803","34.136367","-117.460803","Male","No","No","No",0,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check","57.81","3.15","No"
"United States","California","Encino",91316,"34.150354, -118.518292","34.150354","-118.518292","Male","Yes","Yes","No",11,"Yes","No","No","No internet service","No internet service","Yes","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","40.47","1739.22","No"
"United States","California","Auberry",93602,"36.991762, -119.242874","36.991762","-119.242874","Female","No","No","No",7,"No","No","DSL","Yes","Yes","No","No","No","No","One year","No","Bank transfer (automatic)","102.70","842.37","No"
"United States","California","Platina",96076,"40.367964, -122.937379","40.367964","-122.937379","Male","No","Yes","No",67,"Yes","No phone service","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","23.01","562.43","No"
"United States","California","Glenhaven",95443,"39.045246, -122.743181","39.045246","-122.743181","Female","Yes","No","No",1,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","117.80","1336.22","Yes"
"United States","California","Burbank",91506,"34.169706, -118.323548","34.169706","-118.323548","Male","Yes","No","Yes",0,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)","111.04","844.36","Yes"
"United States","California","Fresno",93721,"36.732694, -119.783786","36.732694","-119.783786","Male","No","No","No",1,"No","No","DSL","No","No internet service","No","No internet service","No","Yes","Month-to-month","No","Electronic check","18.51","30.59","No"
"United States","California","Byron",94514,"37.83323, -121.601461","37.83323","-121.601461","Male","No","Yes","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","19.54","2126.35","No"
"United States","California","Sacramento",95834,"38.646209, -121.52446","38.646209","-121.52446","Male","No","Yes","Yes",12,"No","No","Fiber optic","Yes","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)","83.87","3118.78","No"
"United States","California","Los Angeles",90062,"34.003553, -118.308933","34.003553","-118.308933","Male","No","No","No",59,"No","Yes","DSL","No","No","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","28.68","3794.26","No"
"United States","California","Elk Grove",95624,"38.434138, -121.30587","38.434138","-121.30587","Male","No","No","Yes",4,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","111.65","2367.80","No"
"United States","California","Temecula",92591,"33.540604, -117.10909","33.540604","-117.10909","Male","No","No","No",28,"Yes","Yes","Fiber optic","No internet service","No internet service","No","No","No","No internet service","Month-to-month","No","Bank transfer (automatic)","36.53","1358.39","No"
"United States","California","Willow Creek",95573,"40.949012, -123.655847","40.949012","-123.655847","Female","No","Yes","No",57,"Yes","No","Fiber optic","No internet service","No internet service","Yes","No internet service","No internet service","Yes","Two year","No","Electronic check","37.77","1705.36","No"
"United States","California","Escalon",95320,"37.818543, -121.006907","37.818543","-121.006907","Male","Yes","No","No",14,"Yes","No","No","No internet service","No","No internet service","No internet service","No internet service","No","One year","No","Mailed check","18.29","106.56","No"
"United States","California","Venice",90291,"33.991782, -118.479229","33.991782","-118.479229","Male","No","Yes","Yes",2,"Yes","No phone service","Fiber optic","No internet service","No internet service","No internet service","Yes","Yes","No internet service","One year","Yes","Electronic check","18.31","1.44","No"
"United States","California","Squaw Valley",93675,"36.719141, -119.202677","36.719141","-119.202677","Male","Yes","Yes","Yes",0,"Yes","Yes","DSL","No internet service","No","No","No","No","No","Month-to-month","Yes","Electronic check","31.53","9.61","No"
"United States","California","Fellows",93224,"35.215731, -119.57013","35.215731","-119.57013","Female","No","No","No",14,"Yes","No","No","No internet service","No internet service","No","Yes","No internet service","No internet service","Month-to-month","Yes","Mailed check","23.95","1.69","No"
"United States","California","Lemon Grove",91945,"32.733564, -117.033713","32.733564","-117.033713","Male","No","No","No",69,"Yes","No","No","Yes","No","Yes","No internet service","No internet service","Yes","Two year","No","Mailed check","46.68","5787.23","No"
"United States","California","La Puente",91744,"34.031441, -117.936436","34.031441","-117.936436","Male","No","No","No",61,"Yes","Yes","DSL","No","Yes","No","No","No","No","Two year","No","Credit card (automatic)","92.28","5663.22","No"
"United States","California","Pine Grove",95665,"38.400264, -120.641274","38.400264","-120.641274","Female","No","Yes","No",27,"Yes","No","No","No internet service","No","Yes","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)","76.07","4724.14","No"
"United States","California","Bolinas",94924,"37.943087, -122.72379","37.943087","-122.72379","Male","No","No","No",0,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check","51.95","0.30","No"
"United States","California","Downieville",95936,"39.578792, -120.780786","39.578792","-120.780786","Female","No","No","No",3,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","70.32","92.89","No"
"United States","California","Copperopolis",95228,"37.943954, -120.67108","37.943954","-120.67108","Female","No","Yes","No",69,"Yes","No phone service","Fiber optic","No","Yes","No","Yes","Yes","No","One year","No","Credit card (automatic)","56.74","3860.70","No"
"United States","California","Penngrove",94951,"38.325599, -122.642352","38.325599","-122.642352","Female","Yes","Yes","No",55,"Yes","No","No","No","Yes","No","No","No","Yes","Two year","No","Bank transfer (automatic)","116.55","7317.41","No"
"United States","California","Sacramento",95831,"38.494832, -121.529447","38.494832","-121.529447","Male","No","No","No",47,"No","No phone service","DSL","No","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)","88.19","4529.52","No"
"United States","California","Pauma Valley",92061,"33.313828, -116.940501","33.313828","-116.940501","Female","No","No","No",7,"Yes","No","Fiber optic","No internet service","No internet service","Yes","Yes","No internet service","No internet service","Month-to-month","Yes","Mailed check","27.97","123.23","No"
"United States","California","Elk",95432,"39.108252, -123.645121","39.108252","-123.645121","Male","No","Yes","Yes",26,"Yes","Yes","Fiber optic","No","No internet service","Yes","No internet service","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","25.38","580.50","No"
"United States","California","San Diego",92117,"32.825086, -117.199424","32.825086","-117.199424","Male","No","Yes","No",63,"Yes","No","DSL","Yes","Yes","No","No","No","No","Two year","Yes","Credit card (automatic)","118.59","7188.23","No"
"United States","California","Earp",92242,"34.137742, -114.36514","34.137742","-114.36514","Male","Yes","Yes","No",34,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)","44.42","2024.68","No"
"United States","California","Leggett",95585,"39.873371, -123.741474","39.873371","-123.741474","Male","No","No","No",11,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","30.89","624.49","No"
"United States","California","Sacramento",95820,"38.53508, -121.444144","38.53508","-121.444144","Male","No","Yes","No",26,"Yes","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","110.30","2432.81","No"
"United States","California","San Diego",92124,"32.827238, -117.089287","32.827238","-117.089287","Male","Yes","Yes","No",51,"Yes","Yes","Fiber optic","No","No","No internet service","No","Yes","No","Month-to-month","Yes","Mailed check","68.65","1568.94","No"
"United States","California","Kings Beach",96143,"39.246654, -120.029273","39.246654","-120.029273","Male","No","Yes","Yes",43,"No","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Mailed check","34.00","1615.03","No"
"United States","California","Carson",90745,"33.822295, -118.26411","33.822295","-118.26411","Female","Yes","No","No",66,"Yes","No phone service","No","No internet service","No","No internet service","Yes","No internet service","No internet service","One year","Yes","Mailed check","74.85","4562.71","No"
"United States","California","Bonita",91902,"32.67117, -117.00232","32.67117","-117.00232","Female","Yes","Yes","No",46,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","118.61","4708.83","No"
"United States","California","La Grange",95329,"37.666587, -120.411517","37.666587","-120.411517","Female","No","Yes","Yes",28,"Yes","No","DSL","Yes","Yes","No","No","No","No","Two year","No","Electronic check","112.95","3620.04","No"
"United States","California","Gasquet",95543,"41.867908, -123.794144","41.867908","-123.794144","Male","No","Yes","No",18,"Yes","No","DSL","Yes","No","No","No","No internet service","No","Month-to-month","No","Credit card (automatic)","31.41","566.08","No"
"United States","California","Twain Harte",95383,"38.107441, -120.230625","38.107441","-120.230625","Female","No","No","Yes",44,"Yes","Yes","Fiber optic","No internet service","Yes","Yes","Yes","No internet service","Yes","Month-to-month","No","Bank transfer (automatic)","44.45","2591.92","No"
"United States","California","California Hot Springs",93207,"35.865795, -118.69759","35.865795","-118.69759","Male","No","Yes","Yes",1,"Yes","Yes","No","No","No internet service","Yes","Yes","No internet service","No internet service","Month-to-month","No","Electronic check","35.62","53.36","No"
"United States","California","Bakersfield",93312,"35.392599, -119.245341","35.392599","-119.245341","Male","No","Yes","No",28,"No","Yes","Fiber optic","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)","88.95","4764.01","No"
"United States","California","Mill Valley",94941,"37.901371, -122.572024","37.901371","-122.572024","Male","Yes","Yes","No",3,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)","118.61","4604.17","No"
"United States","California","Newport Coast",92657,"33.603282, -117.821841","33.603282","-117.821841","Male","Yes","No","No",0,"Yes","Yes","No","No internet service","No internet service","No","No","No","Yes","Month-to-month","Yes","Mailed check","19.85","8.70","No"
"United States","California","Redding",96002,"40.527834, -122.318749","40.527834","-122.318749","Male","No","Yes","No",72,"Yes","No","DSL","Yes","No","No","No","No","Yes","One year","No","Electronic check","78.57","8168.92","No"
"United States","California","Los Molinos",96055,"40.059385, -122.091481","40.059385","-122.091481","Male","No","Yes","Yes",6,"Yes","Yes","Fiber optic","No internet service","No internet service","No internet service","No","No internet service","Yes","Two year","Yes","Bank transfer (automatic)","18.70","3.26","No"
"United States","California","Santa Ana",92703,"33.748635, -117.906125","33.748635","-117.906125","Male","No","No","Yes",34,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","52.37","2122.61","No"
"United States","California","Escalon",95320,"37.818543, -121.006907","37.818543","-121.006907","Female","No","Yes","No",60,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","103.77","1788.75","No"
"United States","California","Flournoy",96029,"39.84784, -122.544556","39.84784","-122.544556","Female","No","No","No",39,"Yes","No","No","No","No internet service","No internet service","Yes","No internet service","No internet service","One year","No","Electronic check","32.57","276.49","No"
"United States","California","Los Angeles",90016,"34.028331, -118.354338","34.028331","-118.354338","Female","No","Yes","No",62,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","Two year","Yes","Mailed check","109.62","6243.97","No"
"United States","California","Capay",95607,"38.681651, -122.130569","38.681651","-122.130569","Male","No","Yes","Yes",12,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Electronic check","112.05","4621.21","No"
"United States","California","Mentone",92359,"34.103578, -117.04054","34.103578","-117.04054","Female","No","Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","No","Bank transfer (automatic)","79.03","5174.67","No"
"United States","California","Palmdale",93551,"34.613476, -118.256358","34.613476","-118.256358","Female","No","Yes","No",7,"No","Yes","DSL","Yes","No internet service","No","No","Yes","No","Two year","Yes","Bank transfer (automatic)","51.67","619.18","No"
"United States","California","Lotus",95651,"38.815515, -120.916997","38.815515","-120.916997","Male","Yes","No","No",45,"Yes","No","Fiber optic","No","No","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","46.46","3602.39","No"
"United States","California","Los Angeles",90023,"34.017697, -118.200577","34.017697","-118.200577","Female","Yes","No","No",12,"Yes","No","No","No internet service","No","Yes","Yes","No internet service","Yes","Month-to-month","Yes","Bank transfer (automatic)","44.12","2939.31","No"
"United States","California","Santa Barbara",93109,"34.406256, -119.726936","34.406256","-119.726936","Female","No","Yes","No",8,"Yes","No","Fiber optic","No internet service","No internet service","No internet service","No internet service","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","19.83","39.72","No"
"United States","California","Paso Robles",93446,"35.634222, -120.728341","35.634222","-120.728341","Female","No","Yes","Yes",30,"Yes","Yes","No","No","No","No internet service","Yes","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","51.81","3698.61","No"
"United States","California","Sanger",93657,"36.819628, -119.440414","36.819628","-119.440414","Female","No","Yes","No",48,"No","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","113.69","4196.95","No"
"United States","California","Walnut",91789,"34.018354, -117.85492","34.018354","-117.85492","Male","Yes","No","No",30,"Yes","No","No","No internet service","No internet service","Yes","Yes","No internet service","No","Two year","No","Bank transfer (automatic)","74.79","3620.96","No"
"United States","California","Redwood City",94061,"37.461251, -122.235414","37.461251","-122.235414","Female","No","Yes","Yes",59,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","74.14","1613.34","No"
"United States","California","Berkeley",94705,"37.858898, -122.240512","37.858898","-122.240512","Female","No","No","No",26,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No internet service","Month-to-month","No","Electronic check","87.18","1180.67","No"
"United States","California","San Bruno",94066,"37.624436, -122.430661","37.624436","-122.430661","Female","No","No","No",5,"No","No phone service","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Mailed check","98.43","301.58","Yes"
"United States","California","Gerber",96035,"40.03194, -122.176023","40.03194","-122.176023","Male","No","No","Yes",8,"Yes","No","Fiber optic","No","No","Yes","No internet service","No internet service","Yes","Two year","Yes","Bank transfer (automatic)","99.03","4868.40","No"
"United States","California","Scotia",95565,"40.440636, -124.098739","40.440636","-124.098739","Female","Yes","Yes","No",25,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check","95.28","3949.87","No"
"United States","California","Ladera Ranch",92694,"33.569186, -117.640055","33.569186","-117.640055","Female","No","No","No",53,"Yes","No","Fiber optic","No","Yes","No","No","No internet service","No","One year","No","Electronic check","62.94","4120.48","No"
"United States","California","Burbank",91506,"34.169706, -118.323548","34.169706","-118.323548","Female","Yes","No","No",6,"Yes","Yes","DSL","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)","64.56","301.05","No"
"United States","California","Glennville",93226,"35.735694, -118.738483","35.735694","-118.738483","Male","Yes","Yes","No",36,"Yes","No phone service","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)","101.08","6668.62","No"
"United States","California","Murphys",95247,"38.147852, -120.440124","38.147852","-120.440124","Female","No","No","No",35,"Yes","No","No","No","Yes","Yes","No","No internet service","Yes","Month-to-month","No","Electronic check","73.50","1813.31","No"
"United States","California","Acton",93510,"34.501452, -118.207862","34.501452","-118.207862","Male","No","Yes","No",3,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Mailed check","106.01","1153.68","Yes"
"United States","California","Beaumont",92223,"33.946982, -116.977672","33.946982","-116.977672","Male","No","No","No",69,"Yes","No","No","No internet service","No internet service","Yes","No internet service","No internet service","No internet service","Two year","No","Electronic check","27.26","3417.33","No"
"United States","California","Inverness",94937,"38.099323, -122.945723","38.099323","-122.945723","Male","No","No","No",0,"Yes","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","28.48","84.08","Yes"
"United States","California","Encinitas",92024,"33.054579, -117.25665","33.054579","-117.25665","Male","No","Yes","Yes",5,"Yes","No","Fiber optic","No","No internet service","Yes","No","No internet service","Yes","One year","No","Electronic check","20.87","75.95","No"
"United States","California","Elk Grove",95624,"38.434138, -121.30587","38.434138","-121.30587","Male","No","Yes","No",9,"No","No phone service","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)","53.26","678.53","No"
"United States","California","Cutler",93615,"36.497895, -119.285484","36.497895","-119.285484","Male","No","No","Yes",8,"Yes","No","No","No","No internet service","Yes","No internet service","No","No internet service","Month-to-month","No","Mailed check","64.95","678.03","No"
"United States","California","Salida",95368,"37.713152, -121.08739","37.713152","-121.08739","Female","Yes","No","No",0,"Yes","Yes","No","No internet service","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check","95.81","176.89","Yes"
"United States","California","Valencia",91355,"34.43987, -118.644609","34.43987","-118.644609","Female","No","No","Yes",21,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","18.38","234.64","No"
"United States","California","Trona",93562,"35.74837, -117.384948","35.74837","-117.384948","Male","No","No","Yes",24,"No","Yes","No","No internet service","No internet service","No internet service","No internet service","Yes","Yes","Month-to-month","No","Mailed check","18.52","8.95","No"
"United States","California","Esparto",95627,"38.834469, -122.127193","38.834469","-122.127193","Female","Yes","Yes","Yes",72,"Yes","No","Fiber optic","No","No","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","69.13","8034.16","No"
"United States","California","Gasquet",95543,"41.867908, -123.794144","41.867908","-123.794144","Male","No","Yes","No",69,"Yes","Yes","Fiber optic","No","No","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","35.85","2258.03","No"
"United States","California","Ukiah",95482,"39.134075, -123.23422","39.134075","-123.23422","Female","No","Yes","No",34,"Yes","Yes","No","No internet service","No","No internet service","Yes","No internet service","No internet service","Two year","Yes","Credit card (automatic)","24.02","1240.80","No"
"United States","California","Covina",91724,"34.08111, -117.853935","34.08111","-117.853935","Female","No","Yes","Yes",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Electronic check","113.46","7318.54","No"
"United States","California","Sloughhouse",95683,"38.470423, -121.114897","38.470423","-121.114897","Female","No","No","No",37,"Yes","Yes","DSL","Yes","No internet service","No","No","Yes","No","Two year","No","Credit card (automatic)","59.76","1031.94","No"
"United States","California","Salinas",93905,"36.667794, -121.601306","36.667794","-121.601306","Female","Yes","Yes","Yes",49,"Yes","No","No","No","No internet service","No internet service","Yes","No internet service","No internet service","Two year","Yes","Mailed check","26.25","786.30","No"
"United States","California","Esparto",95627,"38.834469, -122.127193","38.834469","-122.127193","Male","No","No","No",55,"Yes","Yes","Fiber optic","No internet service","Yes","Yes","No","No internet service","Yes","One year","Yes","Mailed check","101.20","4886.81","No"
"United States","California","Rio Oso",95674,"38.954144, -121.482536","38.954144","-121.482536","Male","No","No","No",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","18.61","63.98","No"
"United States","California","Shasta",96087,"40.617614, -122.512861","40.617614","-122.512861","Female","Yes","Yes","No",44,"Yes","No phone service","DSL","Yes","No","Yes","No internet service","Yes","Yes","One year","Yes","Bank transfer (automatic)","49.19","3504.65","No"
"United States","California","Duarte",91010,"34.145695, -117.95982","34.145695","-117.95982","Female","No","Yes","No",22,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","108.95","1528.19","No"
"United States","California","Redcrest",95569,"40.363446, -123.835041","40.363446","-123.835041","Male","No","No","No",6,"Yes","No","Fiber optic","No","No internet service","Yes","Yes","No","Yes","Month-to-month","No","Mailed check","37.26","193.53","No"
"United States","California","Copperopolis",95228,"37.943954, -120.67108","37.943954","-120.67108","Male","Yes","No","Yes",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","80.25","3533.50","No"
"United States","California","Citrus Heights",95610,"38.69508, -121.271616","38.69508","-121.271616","Male","Yes","No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check","18.53","463.87","No"
"United States","California","Rancho Santa Fe",92091,"32.99356, -117.207121","32.99356","-117.207121","Female","No","No","No",6,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Two year","No","Mailed check","109.44","1519.71","No"
"United States","California","Newcastle",95658,"38.883224, -121.15918","38.883224","-121.15918","Female","No","Yes","No",22,"Yes","No","Fiber optic","No internet service","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","51.20","511.18","No"
"United States","California","Callahan",96014,"41.388397, -122.794636","41.388397","-122.794636","Female","No","Yes","No",42,"Yes","No","No","No","No internet service","No internet service","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","71.03","7175.20","No"
"United States","California","Santa Clarita",91350,"34.502432, -118.41459","34.502432","-118.41459","Male","No","No","No",20,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","115.07","3697.10","No"
"United States","California","Los Angeles",90049,"34.091829, -118.491244","34.091829","-118.491244","Female","No","Yes","No",51,"No","No phone service","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Mailed check","81.25","1261.85","No"
"United States","California","Grenada",96038,"41.599978, -122.539381","41.599978","-122.539381","Male","No","Yes","No",47,"No","No","No","No","No","No internet service","Yes","Yes","No internet service","Two year","Yes","Bank transfer (automatic)","45.19","2759.02","No"
"United States","California","Millbrae",94030,"37.601248, -122.403099","37.601248","-122.403099","Male","No","No","No",0,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Two year","Yes","Electronic check","30.84","76.80","No"
"United States","California","Fullerton",92835,"33.902211, -117.914922","33.902211","-117.914922","Female","No","Yes","No",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","Yes","Month-to-month","No","Electronic check","18.29","433.98","No"
"United States","California","Spreckels",93962,"36.624641, -121.647195","36.624641","-121.647195","Female","No","No","Yes",12,"Yes","No","No","No internet service","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check","24.17","1612.97","No"
"United States","California","Hercules",94547,"37.991259, -122.214945","37.991259","-122.214945","Male","No","No","No",27,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)","24.21","58.31","No"
"United States","California","Big Bear City",92314,"34.278967, -116.773825","34.278967","-116.773825","Female","Yes","Yes","Yes",38,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)","67.97","1885.05","No"
"United States","California","Kelseyville",95451,"38.93496, -122.792243","38.93496","-122.792243","Female","No","Yes","Yes",70,"Yes","No","Fiber optic","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","33.64","4069.71","No"
"United States","California","Fullerton",92831,"33.879983, -117.895482","33.879983","-117.895482","Female","No","No","No",71,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Two year","Yes","Mailed check","74.11","3191.50","No"
"United States","California","National City",91950,"32.67102, -117.095235","32.67102","-117.095235","Female","No","No","No",24,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Two year","Yes","Mailed check","118.62","4946.19","No"
"United States","California","Vina",96092,"39.955164, -122.018567","39.955164","-122.018567","Female","No","Yes","Yes",29,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","35.52","2347.49","No"
"United States","California","Modesto",95355,"37.672906, -120.946594","37.672906","-120.946594","Female","No","Yes","No",54,"Yes","No phone service","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","92.81","4155.82","No"
"United States","California","Hinkley",92347,"34.983808, -117.239306","34.983808","-117.239306","Female","No","No","Yes",0,"Yes","Yes","DSL","No internet service","No","Yes","Yes","Yes","No internet service","Month-to-month","No","Electronic check","31.36","20.37","No"
"United States","California","Montara",94037,"37.540582, -122.509594","37.540582","-122.509594","Female","Yes","Yes","Yes",55,"Yes","No","No","No internet service","No internet service","Yes","No internet service","Yes","Yes","Month-to-month","Yes","Electronic check","56.97","1126.58","No"
"United States","California","Rohnert Park",94928,"38.34719, -122.697822","38.34719","-122.697822","Male","No","No","No",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No internet service","No","One year","Yes","Credit card (automatic)","105.59","8378.36","No"
"United States","California","Sequoia National Park",93262,"36.527243, -118.594938","36.527243","-118.594938","Female","Yes","No","Yes",47,"Yes","No","No","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check","81.81","3464.53","No"
"United States","California","Santa Barbara",93109,"34.406256, -119.726936","34.406256","-119.726936","Male","No","No","No",72,"Yes","No phone service","Fiber optic","Yes","Yes","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","114.69","6848.44","No"
"United States","California","Anaheim",92806,"33.83796, -117.870494","33.83796","-117.870494","Male","No","Yes","No",38,"Yes","No","No","Yes","No","Yes","Yes","No","No internet service","Two year","Yes","Mailed check","55.43","810.25","No"
"United States","California","Lafayette",94549,"37.907777, -122.127161","37.907777","-122.127161","Male","No","Yes","Yes",71,"Yes","No phone service","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","67.13","2795.85","No"
"United States","California","Denair",95316,"37.524721, -120.757977","37.524721","-120.757977","Female","Yes","No","No",55,"No","Yes","No","No internet service","No internet service","No internet service","No","No internet service","No internet service","Two year","Yes","Electronic check","54.05","1773.07","No"
"United States","California","Frazier Park",93225,"34.827662, -118.999073","34.827662","-118.999073","Male","No","No","No",49,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)","115.08","5053.35","No"
"United States","California","Woodland Hills",91367,"34.178068, -118.615714","34.178068","-118.615714","Male","No","Yes","Yes",54,"Yes","No","No","No","No","No internet service","No","Yes","Yes","Two year","No","Credit card (automatic)","51.92","1830.17","No"
"United States","California","Boonville",95415,"39.025867, -123.381544","39.025867","-123.381544","Male","No","Yes","No",24,"Yes","Yes","Fiber optic","No internet service","No","Yes","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","63.38","3655.69","No"
"United States","California","Bethel Island",94511,"38.050558, -121.646924","38.050558","-121.646924","Male","No","No","No",31,"Yes","No","Fiber optic","No","No","Yes","No internet service","Yes","No internet service","Two year","No","Mailed check","72.02","5643.14","No"
